text,intent
I need to know: rank all products according to their ratings.,RANKING
I want to know: show the top 50 customers by spending.,TOP_N
What fields does customers contain?,TABLE_INFO
I want to know: tell me about the database structure.,SCHEMA_INFO
Could you how did revenue change between months?,CHANGE_OVER_TIME
Can you which products have the highest ratings?,SORT
Show product reviews with product information.,JOIN
Can you what is the highest product rating?,MAXIMUM
Can you hello?,GREETING
Find customers from Chennai.,FILTER
I want to know: show the bottom 10 customers by number of orders.,BOTTOM_N
I need to know: show average order amount by month.,DATE_AGGREGATION
I need to know: list customers from Mumbai.,FILTER
I need to know: good morning?,GREETING
Find products priced above 5000.,FILTER
Show the bottom 3 products by price.,BOTTOM_N
Show the bottom 50 products by price.,BOTTOM_N
Please show products grouped by rating.,GROUP_BY
Could you calculate the growth in order value.,GROWTH
Rank customers by number of orders.,RANKING
Please find the highest order value.,MAXIMUM
Show the bottom 3 customers by spending.,BOTTOM_N
Could you delete all customers.,UNSUPPORTED_REQUEST
I need to know: show the bottom 3 products by price.,BOTTOM_N
Could you show the complete customer order history with products.,MULTI_TABLE_JOIN
Show products priced above the average product price.,SUBQUERY
I need to know: check the data quality of products.,DATA_QUALITY
I want to know: show reviews grouped by rating.,GROUP_BY
I need to know: which product has the lowest price?,MINIMUM
List customers from Bangalore.,FILTER
I need to know: compare order totals across different periods.,CHANGE_OVER_TIME
I want to know: which orders have order items?,EXISTS
I want to know: find customers whose spending is above the average customer spending.,SUBQUERY
Can you hey there,GREETING
I want to know: calculate monthly order totals.,DATE_AGGREGATION
Tell me about the database structure.,SCHEMA_INFO
I want to know: find the lowest order value.,MINIMUM
Could you what columns are in the products table?,TABLE_INFO
I want to know: what is the sum of all order amounts?,SUM
Please how are orders distributed by amount?,DISTRIBUTION
Could you show total sales by product.,GROUP_BY
I want to know: are there duplicate products?,DATA_QUALITY
I want to know: can you do something impossible?,INVALID_QUERY
Please how have order amounts changed over time?,TREND
Sort products by rating.,SORT
I want to know: good afternoon?,GREETING
Please show the bottom 5 products by rating.,BOTTOM_N
Could you are there duplicate product records?,DUPLICATE_CHECK
Give me the average order value.,AVERAGE
I need to know: are there duplicate customer records?,DUPLICATE_CHECK
I need to know: tell me about the database structure.,SCHEMA_INFO
I want to know: show the top 50 products by rating.,TOP_N
How many product review records are there?,COUNT
Which products contribute the most to revenue?,CONTRIBUTION
Show period-over-period changes in revenue.,CHANGE_OVER_TIME
I want to know: show orders grouped by customer.,GROUP_BY
I need to know: which records have null values?,NULL_CHECK
Could you show orders from April.,DATE_FILTER
Could you show period-over-period changes in revenue.,CHANGE_OVER_TIME
Could you show customers with their orders.,JOIN
Could you show product reviews with product information.,JOIN
Hey there,GREETING
I want to know: which orders have no items?,NOT_EXISTS
I need to know: show the bottom 3 customers by number of orders.,BOTTOM_N
I want to know: analyze the distribution of review ratings.,DISTRIBUTION
Show order count by month.,DATE_AGGREGATION
Please show the bottom 20 products by price.,BOTTOM_N
Find the highest order value.,MAXIMUM
Please show monthly order trends.,TREND
Please what is the minimum customer spending?,MINIMUM
I need to know: find the average product rating.,AVERAGE
I need to know: show total sales by customer.,GROUP_BY
Can you check the database for data quality problems.,DATA_QUALITY
I need to know: what share of total sales comes from each customer?,SHARE
I need to know: what percentage of reviews have a rating above 4?,PERCENTAGE
Please what different product categories exist?,DISTINCT
Could you list distinct customer cities.,DISTINCT
I want to know: what is the growth rate of sales?,GROWTH
I need to know: how many unique customer cities are there?,DISTINCT
I want to know: how much have orders grown?,GROWTH
I need to know: how have order amounts changed over time?,TREND
Count all the customers.,COUNT
Random unrelated question,INVALID_QUERY
Find customers from Delhi.,FILTER
Please which products have received reviews?,JOIN
Show products ordered by price.,SORT
I want to know: what is the total sales?,SUM
Could you which product has the highest rating?,MAXIMUM
Please show the structure of products.,TABLE_INFO
I need to know: analyze the change in sales over time.,TREND
I want to know: show orders from September.,DATE_FILTER
Could you compare product ratings.,COMPARISON
Please list unique review ratings.,DISTINCT
I want to know: show orders with their order items.,JOIN
Could you what is the sum of all order amounts?,SUM
Please what is the average order amount?,AVERAGE
Sort products by number of reviews.,SORT
Please i need help,GREETING
Could you how have order amounts changed over time?,TREND
I need to know: what is the highest product rating?,MAXIMUM
I want to know: sort products by number of reviews.,SORT
"Could you connect customers, orders, order items, and products.",MULTI_TABLE_JOIN
Check products for duplicate records.,DUPLICATE_CHECK
I need to know: hey there,GREETING
I want to know: show the distribution of customer spending.,DISTRIBUTION
Show orders from last month.,DATE_FILTER
Please which customer accounts for the largest share of spending?,SHARE
Show orders from this year.,DATE_FILTER
Could you what columns are in the product_reviews table?,TABLE_INFO
I want to know: show all products including products without reviews.,LEFT_JOIN
Please hello?,GREETING
Could you calculate yearly order totals.,DATE_AGGREGATION
Show orders with missing values.,NULL_CHECK
I need to know: find products with missing values.,NULL_CHECK
Can you find orders above the average order amount.,SUBQUERY
Which customers have placed orders?,JOIN
I need to know: what is the maximum customer spending?,MAXIMUM
Compare order amounts between two periods.,COMPARISON
Please are there duplicate product records?,DUPLICATE_CHECK
Please compare sales across two groups.,COMPARISON
I want to know: calculate the ratio of high rated products to all products.,RATIO
Could you calculate the overall order value.,SUM
Could you are there duplicate customer records?,DUPLICATE_CHECK
Show orders from this month.,FILTER
I want to know: list customers from Bangalore.,FILTER
Please show the number of reviews for each product.,GROUP_BY
Please show all customers whether or not they placed an order.,LEFT_JOIN
Can you what columns are in the orders table?,TABLE_INFO
Could you sort orders by amount.,SORT
Which products cost more than the average product?,SUBQUERY
Show the bottom 10 products by rating.,BOTTOM_N
Could you show products grouped by rating.,GROUP_BY
Could you show the trend in sales over time.,TREND
I need to know: how are products and reviews related?,RELATIONSHIP_INFO
Show products with more than 20 reviews.,HAVING
I need to know: what percentage of customers are from Delhi?,PERCENTAGE
I want to know: show orders from last month.,FILTER
What is the number of product records?,COUNT
Can you how many orders have been placed?,COUNT
I need to know: which products have never received a review?,NOT_EXISTS
Explain the foreign key relationships.,RELATIONSHIP_INFO
Please show the order trend over time.,TREND
Please calculate month-over-month sales growth.,GROWTH
Could you show customers whose total spending exceeds the average.,SUBQUERY
How are orders and order items related?,RELATIONSHIP_INFO
I need to know: show distinct product categories.,DISTINCT
Could you check customers for duplicate records.,DUPLICATE_CHECK
Could you show distinct product categories.,DISTINCT
Please which product has the lowest price?,MINIMUM
I want to know: hello there,GREETING
Could you qwerty,INVALID_QUERY
I need to know: show the top 50 customers by number of orders.,TOP_N
Could you are there missing values in customers?,DATA_QUALITY
Could you asdfgh,INVALID_QUERY
I need to know: what is the database structure?,SCHEMA_INFO
I need to know: show customer names with the products they purchased.,MULTI_TABLE_JOIN
Please show the top 5 customers by spending.,TOP_N
Could you drop the entire database.,UNSUPPORTED_REQUEST
Please check the data quality of product reviews.,DATA_QUALITY
I need to know: show orders grouped by customer.,GROUP_BY
I want to know: calculate the ratio of orders to customers.,RATIO
Could you hey there?,GREETING
Please which orders have order items?,EXISTS
Please find customers whose spending is above the average customer spending.,SUBQUERY
Can you drop the products table.,UNSUPPORTED_REQUEST
Please what is the sum of all order amounts?,SUM
I need to know: show the top 10 orders by amount.,TOP_N
I want to know: calculate total order value for each customer.,GROUP_BY
I want to know: calculate total customer spending.,SUM
Please describe the products table.,TABLE_INFO
I need to know: show sales growth compared with the previous period.,GROWTH
Can you what is the growth in sales?,GROWTH
Can you what is the database structure?,SCHEMA_INFO
I want to know: check products for duplicate records.,DUPLICATE_CHECK
I want to know: what is the combined value of all orders?,SUM
I need to know: find products that have no reviews.,NOT_EXISTS
I want to know: show products ordered by rating.,SORT
Can you which products have more than 10 reviews?,HAVING
Could you rank products by price.,RANKING
I want to know: show the top 10 customers by number of orders.,TOP_N
Are there duplicate products?,DATA_QUALITY
Could you find products that may not have reviews.,LEFT_JOIN
Please find duplicate reviews.,DUPLICATE_CHECK
Sort orders by amount.,SORT
I need to know: show changes in order amounts over time.,CHANGE_OVER_TIME
Could you list unique review ratings.,DISTINCT
I want to know: find duplicate customers.,DUPLICATE_CHECK
Please show sales growth compared with the previous period.,GROWTH
Could you which products have the highest ratings?,SORT
Could you list orders above 1000.,FILTER
Can you show orders from September.,DATE_FILTER
Please show revenue by month.,DATE_AGGREGATION
Please what columns are in the products table?,TABLE_INFO
I need to know: good morning,GREETING
Could you show customers without orders.,NOT_EXISTS
Show the top 3 customers by spending.,TOP_N
Please which tables are available in QueryPilot?,SCHEMA_INFO
Random unrelated question?,INVALID_QUERY
Could you how are orders changing over time?,TREND
I need to know: what is the total order amount?,SUM
Could you which tables are available in QueryPilot?,SCHEMA_INFO
I want to know: describe the order_items table.,TABLE_INFO
I want to know: find customers from Kolkata.,FILTER
I want to know: give me something meaningless?,INVALID_QUERY
Could you calculate the ratio of orders to customers.,RATIO
Can you show customers and their reviews.,JOIN
Please show products with their reviews.,JOIN
Can you sort products by number of reviews.,SORT
Can you show the distribution of product ratings.,DISTRIBUTION
I want to know: order products by their price.,SORT
I want to know: find recent orders.,DATE_FILTER
I need to know: what is the number of customer records?,COUNT
I need to know: calculate average rating for each product.,GROUP_BY
Can you rank customers by spending.,RANKING
Could you group customers by orders and show groups with more than 10 orders.,HAVING
Compare order counts between customers.,COMPARISON
Show reviews with a rating below 3.,FILTER
Can you show the top 5 products by price.,TOP_N
Could you what is the lowest product rating?,MINIMUM
Identify repeated customer records.,DUPLICATE_CHECK
Can you are there duplicate product records?,DUPLICATE_CHECK
Please find customers who have at least one order.,EXISTS
I need to know: show orders from October.,DATE_FILTER
I need to know: find products where a field is missing.,NULL_CHECK
Please how are products and reviews related?,RELATIONSHIP_INFO
I need to know: find products that may not have reviews.,LEFT_JOIN
I need to know: how much did sales change over time?,CHANGE_OVER_TIME
Describe the order_items table.,TABLE_INFO
Could you show changes in order amounts over time.,CHANGE_OVER_TIME
Can you tell me about the database structure.,SCHEMA_INFO
Please what tables are in the database?,SCHEMA_INFO
List orders from last month.,FILTER
I want to know: show products that have received reviews.,EXISTS
Can you calculate total customer spending.,SUM
I need to know: show each customer's contribution to total sales.,CONTRIBUTION
I want to know: show the structure of customers.,TABLE_INFO
I want to know: calculate revenue growth.,GROWTH
Show the bottom 10 customers by spending.,BOTTOM_N
I want to know: calculate customer contribution to total spending.,CONTRIBUTION
Could you find orders with amounts greater than the average order amount.,SUBQUERY
Please are there duplicate customer records?,DUPLICATE_CHECK
Please what is the highest product price?,MAXIMUM
I need to know: asdfgh,INVALID_QUERY
Could you give me something meaningless?,INVALID_QUERY
Can you compare order counts between customers.,COMPARISON
I want to know: check the data quality of product reviews.,DATA_QUALITY
Can you show revenue grouped by year.,DATE_AGGREGATION
Calculate the ratio of high rated products to all products.,RATIO
I need to know: what tables can I query?,SCHEMA_INFO
Can you count all the customers.,COUNT
List orders from this year.,DATE_FILTER
I want to know: what is the maximum customer spending?,MAXIMUM
How many items in orders are there?,COUNT
I need to know: show products grouped by rating.,GROUP_BY
Please qwerty?,INVALID_QUERY
Can you which orders contain which order items?,JOIN
I need to know: show the number of orders for each customer.,GROUP_BY
I need to know: show period-over-period changes in revenue.,CHANGE_OVER_TIME
Could you show orders grouped by year.,DATE_AGGREGATION
Can you hello QueryPilot?,GREETING
Could you what entities are stored in the database?,SCHEMA_INFO
Find customers from Kolkata.,FILTER
Please which product has the highest price?,MAXIMUM
Could you show the bottom 20 products by rating.,BOTTOM_N
I want to know: rank products by price.,RANKING
Show the trend in sales over time.,TREND
Could you sort reviews by rating.,SORT
Could you list orders from this month.,FILTER
Which tables are available in QueryPilot?,SCHEMA_INFO
I need to know: identify repeated customer records.,DUPLICATE_CHECK
Can you calculate revenue growth.,GROWTH
Please which table is related to customers?,RELATIONSHIP_INFO
Please show revenue grouped by year.,DATE_AGGREGATION
I want to know: describe the products table.,TABLE_INFO
Please which product has the lowest rating?,MINIMUM
I need to know: how are products and order items related?,RELATIONSHIP_INFO
Show orders from July.,DATE_FILTER
Can you show customers without orders.,NOT_EXISTS
Hi QueryPilot,GREETING
Could you show the number of orders for each customer.,GROUP_BY
Which records have null values?,NULL_CHECK
I want to know: rank all products according to their ratings.,RANKING
Could you how many products are there?,COUNT
Can you show the bottom 50 customers by spending.,BOTTOM_N
Could you give me the top 50 products with the most reviews.,TOP_N
I need to know: show reviews grouped by rating.,GROUP_BY
Can you how many unique customer cities are there?,DISTINCT
I need to know: find the largest order amount.,MAXIMUM
How many orders are there?,COUNT
Could you are there duplicate products?,DATA_QUALITY
Could you show products without reviews.,NOT_EXISTS
What is the lowest product price?,MINIMUM
I want to know: list customers and their orders.,JOIN
"Please show customers, products, and their reviews.",MULTI_TABLE_JOIN
Can you calculate the overall order value.,SUM
Show orders grouped by customer.,GROUP_BY
Could you compare sales between two periods.,COMPARISON
Can you show orders from last month.,FILTER
Please calculate yearly order totals.,DATE_AGGREGATION
Please show orders with customers and products.,MULTI_TABLE_JOIN
Can you give me the top 50 products with the most reviews.,TOP_N
Please random words?,INVALID_QUERY
Can you show orders from last year.,DATE_FILTER
Show customers from Hyderabad.,FILTER
I need to know: which orders contain which order items?,JOIN
I need to know: which table is related to customers?,RELATIONSHIP_INFO
I want to know: show total sales by customer.,GROUP_BY
Please change the database password.,UNSUPPORTED_REQUEST
I want to know: how are products and reviews related?,RELATIONSHIP_INFO
Could you how much have orders grown?,GROWTH
Could you show recent orders.,DATE_FILTER
Could you how are customers and reviews related?,RELATIONSHIP_INFO
I need to know: what is the total value of all orders?,SUM
Hi there?,GREETING
I need to know: which products cost more than the average product?,SUBQUERY
Could you find orders above 1000.,FILTER
Hello QueryPilot,GREETING
Show orders from March.,DATE_FILTER
I want to know: calculate total revenue from orders.,SUM
Can you are there invalid orders?,DATA_QUALITY
Show order items with their products.,JOIN
I need to know: which products have at least 5 reviews?,HAVING
Could you hi?,GREETING
Could you show the relationships between the tables.,RELATIONSHIP_INFO
random words,INVALID_QUERY
Find orders with amounts greater than the average order amount.,SUBQUERY
Could you rank all products according to their ratings.,RANKING
Please show me the database schema.,SCHEMA_INFO
What is the total order amount?,SUM
List orders above 5000.,FILTER
Please i don't know what to ask,INVALID_QUERY
Could you show sales by month.,DATE_AGGREGATION
Please show month-to-month changes in sales.,CHANGE_OVER_TIME
Could you find products that have at least one review.,EXISTS
Could you which products have at least 5 reviews?,HAVING
I need to know: order customers by their total spending.,SORT
Can you are there missing values in customers?,DATA_QUALITY
I need to know: find customers who have at least one order.,EXISTS
I want to know: which ratings have more than 100 reviews?,HAVING
I want to know: give me the distribution of product prices.,DISTRIBUTION
Can you show products grouped by rating.,GROUP_BY
Find the smallest order amount.,MINIMUM
How many customer records are there?,COUNT
Could you calculate average rating for each product.,GROUP_BY
I want to know: i need help,GREETING
Find reviews with high ratings.,FILTER
I want to know: show customers ordered by number of orders.,SORT
Show reviews grouped by rating.,GROUP_BY
What is the database structure?,SCHEMA_INFO
Can you show changes in order amounts over time.,CHANGE_OVER_TIME
Can you check the data quality of product reviews.,DATA_QUALITY
Show the top 5 customers by spending.,TOP_N
I want to know: good morning,GREETING
Please which records have null values?,NULL_CHECK
I want to know: how many order records are there?,COUNT
Can you compare order totals across different periods.,CHANGE_OVER_TIME
I need to know: show me the database schema.,SCHEMA_INFO
Could you show customers with their orders and order items.,MULTI_TABLE_JOIN
Can you show products ordered by price.,SORT
Can you show each customer's contribution to total sales.,CONTRIBUTION
I need to know: show month-to-month changes in sales.,CHANGE_OVER_TIME
I need to know: which customers contribute the most to total sales?,CONTRIBUTION
Could you describe the products table.,TABLE_INFO
I need to know: show orders from June.,DATE_FILTER
Could you show orders from this month.,DATE_FILTER
I want to know: show customer information with product reviews.,MULTI_TABLE_JOIN
Can you check the data quality of products.,DATA_QUALITY
Could you list customers and their orders.,JOIN
I want to know: asdfgh,INVALID_QUERY
Please hello,GREETING
Could you delete all orders.,UNSUPPORTED_REQUEST
I need to know: what is the mean order amount?,AVERAGE
List products priced above 5000.,FILTER
I want to know: show orders from newest to oldest.,SORT
I want to know: which products have a rating above the average rating?,SUBQUERY
Please show the bottom 50 products by rating.,BOTTOM_N
I want to know: show orders from December.,DATE_FILTER
I need to know: show the distribution of order amounts.,DISTRIBUTION
I need to know: show orders from May.,DATE_FILTER
Could you show review count by product.,GROUP_BY
Can you show the distribution of customer spending.,DISTRIBUTION
Could you drop the customers table.,UNSUPPORTED_REQUEST
Show the top 10 orders by amount.,TOP_N
Could you good morning,GREETING
I want to know: find duplicate reviews.,DUPLICATE_CHECK
I need to know: sort reviews by rating.,SORT
I need to know: how are product prices distributed?,DISTRIBUTION
"I want to know: connect customers, orders, order items, and products.",MULTI_TABLE_JOIN
Identify duplicate entries in the database.,DUPLICATE_CHECK
I need to know: compare product prices.,COMPARISON
I need to know: random unrelated question,INVALID_QUERY
Could you find the average review rating.,AVERAGE
I need to know: list every customer and their orders if they have any.,LEFT_JOIN
Please show products along with their orders and customers.,MULTI_TABLE_JOIN
Show the relationships between the tables.,RELATIONSHIP_INFO
Please calculate customer contribution to total spending.,CONTRIBUTION
I need to know: hello?,GREETING
Please find products with missing values.,NULL_CHECK
I want to know: show average order amount by month.,DATE_AGGREGATION
Sort products by price.,SORT
Can you list unique product categories.,DISTINCT
Please delete all reviews.,UNSUPPORTED_REQUEST
I want to know: are there duplicate product records?,DUPLICATE_CHECK
Can you find duplicate products.,DUPLICATE_CHECK
Which orders contain which order items?,JOIN
I want to know: how many order items are there?,COUNT
List products priced below 1000.,FILTER
I need to know: compare the performance of two products.,COMPARISON
Could you show average rating by product.,GROUP_BY
I need to know: hi there,GREETING
Please good afternoon,GREETING
Please calculate revenue growth.,GROWTH
I need to know: are there invalid orders?,DATA_QUALITY
Please analyze the change in sales over time.,TREND
I want to know: rank products by number of reviews.,RANKING
What is the maximum customer spending?,MAXIMUM
Could you how many customers are there?,COUNT
I want to know: show all orders including orders without order items.,LEFT_JOIN
I need to know: something random?,INVALID_QUERY
Show orders from April.,DATE_FILTER
Analyze the distribution of review ratings.,DISTRIBUTION
Could you show orders from February.,DATE_FILTER
I need to know: this is not a database question?,INVALID_QUERY
Please what is the lowest product price?,MINIMUM
I need to know: find orders from last month.,FILTER
Can you show customers whose total spending exceeds 10000.,HAVING
Could you show the bottom 5 customers by spending.,BOTTOM_N
Show customers from Kolkata.,FILTER
Could you show the bottom 5 orders by amount.,BOTTOM_N
I want to know: show the bottom 50 products by price.,BOTTOM_N
I need to know: i need help,GREETING
I want to know: show customers with at least 10 orders.,HAVING
I need to know: list distinct customer cities.,DISTINCT
Please show order items with their products.,JOIN
I want to know: hi QueryPilot?,GREETING
I need to know: show monthly order trends.,TREND
Could you give me a breakdown of reviews by product.,GROUP_BY
Please which customers have placed more than 10 orders?,HAVING
Could you which products have more than 10 reviews?,HAVING
Please show the schema of the database.,SCHEMA_INFO
Could you find reviews with missing ratings.,NULL_CHECK
Please how are product prices distributed?,DISTRIBUTION
Can you delete all orders.,UNSUPPORTED_REQUEST
List customers from Hyderabad.,FILTER
Can you calculate the ratio of orders to customers.,RATIO
I want to know: calculate each customer's share of total spending.,SHARE
Please find the lowest order value.,MINIMUM
I want to know: which tables can be joined with orders?,RELATIONSHIP_INFO
Can you show products priced above the average product price.,SUBQUERY
Can you what percentage of products are highly rated?,PERCENTAGE
Please what is the minimum order amount?,MINIMUM
List customers from Delhi.,FILTER
I want to know: which products have the highest ratings?,SORT
I want to know: show the top 20 products by price.,TOP_N
I need to know: show the bottom 10 products by rating.,BOTTOM_N
Give me the top 3 products with the most reviews.,TOP_N
I want to know: what is the highest product price?,MAXIMUM
Show orders with customer information.,JOIN
Could you check the data quality of products.,DATA_QUALITY
I need to know: which product has the lowest rating?,MINIMUM
Could you calculate each product's share of total sales.,SHARE
I need to know: calculate the overall order value.,SUM
I need to know: show products ordered by rating.,SORT
Show the top 5 products by price.,TOP_N
Could you random unrelated question?,INVALID_QUERY
I want to know: show orders from November.,DATE_FILTER
I need to know: show the bottom 5 customers by spending.,BOTTOM_N
Can you analyze the distribution of review ratings.,DISTRIBUTION
Could you which tables can be joined with products?,RELATIONSHIP_INFO
Please which products cost more than the average product?,SUBQUERY
I want to know: check the data quality of order items.,DATA_QUALITY
What is the highest product rating?,MAXIMUM
Could you find customers from Hyderabad.,FILTER
I want to know: compare the performance of two products.,COMPARISON
Please list orders from last month.,DATE_FILTER
Please what is the ratio between product reviews and products?,RATIO
Can you find products that have no reviews.,NOT_EXISTS
Could you show the structure of products.,TABLE_INFO
Could you show unique customer cities.,DISTINCT
I want to know: how many product reviews exist?,COUNT
I want to know: show reviews with low ratings.,FILTER
I want to know: what is the total number of customers?,COUNT
I want to know: what is the highest product rating?,MAXIMUM
Drop the products table.,UNSUPPORTED_REQUEST
How many order records are there?,COUNT
What percentage of customers are from Delhi?,PERCENTAGE
Hey?,GREETING
Could you delete all reviews.,UNSUPPORTED_REQUEST
Can you which orders have no items?,NOT_EXISTS
Show customers with their orders and order items.,MULTI_TABLE_JOIN
Could you list products and their reviews.,JOIN
Can you sort reviews by rating.,SORT
Give me the customer count.,COUNT
I want to know: show the order trend over time.,TREND
Show orders from January.,DATE_FILTER
Could you show revenue grouped by year.,DATE_AGGREGATION
Could you show order count by customer.,GROUP_BY
Could you show customers whose total spending exceeds 10000.,HAVING
Please which orders have no items?,NOT_EXISTS
Can you show the bottom 50 customers by number of orders.,BOTTOM_N
Can you show review count by product.,GROUP_BY
Calculate the overall order value.,SUM
I want to know: this does not make sense,INVALID_QUERY
I want to know: what is the lowest product rating?,MINIMUM
I want to know: give me the order count.,COUNT
I want to know: compare product ratings.,COMPARISON
I want to know: show customers who placed more orders than the average customer.,SUBQUERY
Could you calculate month-over-month sales growth.,GROWTH
Can you show the bottom 20 products by price.,BOTTOM_N
Which ratings have more than 100 reviews?,HAVING
I want to know: which group has higher sales?,COMPARISON
Please which customers have written reviews?,JOIN
Please show the relationships between the tables.,RELATIONSHIP_INFO
What is the ratio of orders to customers?,RATIO
Could you find customers who may not have any orders.,LEFT_JOIN
I need to know: find orders placed this year.,DATE_FILTER
Show the distribution of order amounts.,DISTRIBUTION
I want to know: are there duplicate customer records?,DUPLICATE_CHECK
Please show distinct product categories.,DISTINCT
Can you which orders have order items?,EXISTS
I need to know: show all customers including those without orders.,LEFT_JOIN
Please which customers have orders?,EXISTS
I want to know: which customers have never placed an order?,NOT_EXISTS
Show reviews with high ratings.,FILTER
Can you what percentage of reviews have a rating above 4?,PERCENTAGE
Please show total sales by customer.,GROUP_BY
I need to know: what is the ratio of reviews to products?,RATIO
Please show orders with customer information.,JOIN
I need to know: show products ordered by price.,SORT
Please how many products are there?,COUNT
I want to know: show customers with their orders and order items.,MULTI_TABLE_JOIN
Can you show the top 5 products by rating.,TOP_N
Tell me how many reviews exist.,COUNT
Please how many order records are there?,COUNT
Could you show the bottom 10 products by rating.,BOTTOM_N
Show the bottom 50 customers by spending.,BOTTOM_N
Please what is the lowest product rating?,MINIMUM
I want to know: which tables can be joined with products?,RELATIONSHIP_INFO
List orders below 1000.,FILTER
Could you show the historical sales trend.,TREND
Rank customers by spending.,RANKING
I need to know: show total sales by product.,GROUP_BY
Please find orders without order items.,NOT_EXISTS
Could you which product has the lowest price?,MINIMUM
Could you which products have received reviews?,JOIN
Give me the distribution of product prices.,DISTRIBUTION
I need to know: calculate customer contribution to total spending.,CONTRIBUTION
I need to know: show the distribution of product ratings.,DISTRIBUTION
Hey there?,GREETING
Can you order products by their price.,SORT
I want to know: show customers and their reviews.,JOIN
I want to know: which customers have written reviews?,JOIN
Please show order count by month.,DATE_AGGREGATION
Please show orders from June.,DATE_FILTER
Can you which tables are available in QueryPilot?,SCHEMA_INFO
I want to know: rank customers by spending.,RANKING
"I need to know: show customers, products, and their reviews.",MULTI_TABLE_JOIN
I want to know: how did revenue change between months?,CHANGE_OVER_TIME
List products with high ratings.,FILTER
Could you rank customers by number of orders.,RANKING
Can you sort orders by date.,SORT
Please describe the orders table.,TABLE_INFO
Which customers have placed more than 10 orders?,HAVING
I need to know: list orders from this month.,DATE_FILTER
Can you what is the average order amount?,AVERAGE
Could you which customers have orders?,EXISTS
I want to know: give me a breakdown of reviews by product.,GROUP_BY
Can you show the bottom 3 customers by number of orders.,BOTTOM_N
Could you check the data quality of orders.,DATA_QUALITY
I need to know: random words?,INVALID_QUERY
Could you how are orders and order items related?,RELATIONSHIP_INFO
Show customers who have placed an order.,EXISTS
Show the bottom 20 customers by number of orders.,BOTTOM_N
Please what is the total order amount?,SUM
I need to know: this does not make sense,INVALID_QUERY
Show all customers including those without orders.,LEFT_JOIN
Can you show orders from July.,DATE_FILTER
I need to know: rank products by price.,RANKING
Can you what is the maximum order amount?,MAXIMUM
I want to know: how are orders and order items related?,RELATIONSHIP_INFO
Can you qwerty,INVALID_QUERY
Could you which products contribute the most to revenue?,CONTRIBUTION
Could you what percentage of customers are from Delhi?,PERCENTAGE
Hello?,GREETING
What is the minimum order amount?,MINIMUM
I need to know: how many customers are there?,COUNT
Please show orders from last year.,DATE_FILTER
Could you give me the total sales amount.,SUM
Can you something random?,INVALID_QUERY
List orders above 1000.,FILTER
I need to know: what is the maximum order amount?,MAXIMUM
Can you how many customer records are there?,COUNT
I want to know: compare sales between two periods.,COMPARISON
I want to know: what is the minimum order amount?,MINIMUM
I want to know: what columns are in the product_reviews table?,TABLE_INFO
Please how many customers have missing values?,NULL_CHECK
Show revenue grouped by year.,DATE_AGGREGATION
Please what is the combined value of all orders?,SUM
I need to know: which product has a higher rating?,COMPARISON
I need to know: find reviews with missing ratings.,NULL_CHECK
Show the top 3 orders by amount.,TOP_N
I want to know: which tables are available in QueryPilot?,SCHEMA_INFO
Could you compare product prices.,COMPARISON
Please compare product prices.,COMPARISON
I need to know: what is the growth rate of sales?,GROWTH
Could you show customers and their reviews.,JOIN
Could you which table is related to customers?,RELATIONSHIP_INFO
I want to know: show customer names with the products they purchased.,MULTI_TABLE_JOIN
Could you calculate changes in order volume over time.,CHANGE_OVER_TIME
I need to know: hi QueryPilot,GREETING
Find duplicate products.,DUPLICATE_CHECK
Show orders from last year.,DATE_FILTER
I want to know: what entities are stored in the database?,SCHEMA_INFO
Please what is the total number of products?,COUNT
Please how many customers in the database are there?,COUNT
Could you how many customers have missing values?,NULL_CHECK
Could you find customers who have no orders.,NOT_EXISTS
Find the ratio of customers with orders to total customers.,RATIO
Show products ordered by each customer.,MULTI_TABLE_JOIN
I want to know: show the structure of products.,TABLE_INFO
I need to know: compare order amounts between two periods.,COMPARISON
What tables can I query?,SCHEMA_INFO
I need to know: show revenue by month.,DATE_AGGREGATION
Could you show customer names with the products they purchased.,MULTI_TABLE_JOIN
Give me something meaningless?,INVALID_QUERY
Could you hello there,GREETING
I need to know: what columns are in the products table?,TABLE_INFO
I want to know: compare sales across two groups.,COMPARISON
Please show the historical sales trend.,TREND
I need to know: how are orders distributed by amount?,DISTRIBUTION
Could you show products with more than 20 reviews.,HAVING
Hi?,GREETING
I want to know: list every order with its items if available.,LEFT_JOIN
Please how many orders have been placed?,COUNT
I need to know: how many customers in the database are there?,COUNT
I want to know: which product has the lowest rating?,MINIMUM
Please this does not make sense,INVALID_QUERY
Please give me something meaningless?,INVALID_QUERY
Show the historical sales trend.,TREND
I want to know: how many unique customer cities are there?,DISTINCT
What data tables are available?,SCHEMA_INFO
Could you show the top 50 products by rating.,TOP_N
I want to know: what is the ratio of reviews to products?,RATIO
Can you show all orders including orders without order items.,LEFT_JOIN
Could you which product has the highest price?,MAXIMUM
I need to know: delete all orders.,UNSUPPORTED_REQUEST
I need to know: list orders from last month.,DATE_FILTER
Please show the bottom 5 products by price.,BOTTOM_N
I need to know: check the data quality of customers.,DATA_QUALITY
I want to know: qwerty,INVALID_QUERY
I need to know: show all customers whether or not they placed an order.,LEFT_JOIN
Please what is the total sales?,SUM
Show the top 3 products by rating.,TOP_N
